treatment,group,HS,vial,wet.mass,(Intercept),time,slope,adj.slope,mgO2hrg
Tomales17HS,Tomales17,HS,22,251,102.9418801,-0.03557225,0.03557225,0.017695332,0.296097196
BayFarm17,BayFarm17,noHS,1,2076.2,91.19810621,-0.332007889,0.332007889,0.314130972,0.635463867
BayFarm17,BayFarm17,noHS,2,1074.4,97.33031895,-0.637044398,0.637044398,0.619167481,2.420423882
BayFarm17,BayFarm17,noHS,4,2005.9,84.9203557,-0.296132791,0.296132791,0.278255874,0.58261861
BayFarm17,BayFarm17,noHS,5,767.2,97.3523273,-0.262318683,0.262318683,0.244441766,1.338184851
BayFarm17,BayFarm17,noHS,6,2673.7,68.00623786,-0.353162323,0.353162323,0.335285405,0.526685381
BayFarm17,BayFarm17,noHS,7,2667.6,82.27085189,-0.369889393,0.369889393,0.352012476,0.55422567
BayFarm17,BayFarm17,noHS,9,2713.5,77.32829266,-0.443024635,0.443024635,0.425147718,0.658050641
BayFarm17,BayFarm17,noHS,11,1687.7,83.93595997,-0.282336015,0.282336015,0.264459098,0.658131309
BayFarm17,BayFarm17,noHS,12,1498.7,78.9765876,-0.214206502,0.214206502,0.196329584,0.550199676
BayFarm17,BayFarm17,noHS,14,1499.3,100.6920038,-0.60980415,0.60980415,0.591927232,1.658170063
BayFarm17,BayFarm17,noHS,15,2385.5,93.51516039,-0.950506289,0.950506289,0.932629372,1.64202195
BayFarm17,BayFarm17,noHS,16,1279.9,83.13522752,-0.175388418,0.175388418,0.157511501,0.516874993
BayFarm17,BayFarm17,noHS,18,1741.8,69.1105247,-0.109641482,0.109641482,0.091764564,0.221271771
BayFarm17,BayFarm17,noHS,22,1615.5,78.52861698,-0.263338128,0.263338128,0.245461211,0.638153565
BayFarm17HS,BayFarm17,HS,1,2076.2,99.48581607,-0.261518893,0.261518893,0.243641975,0.492869808
BayFarm17HS,BayFarm17,HS,2,1074.4,96.62824222,-0.107879318,0.107879318,0.090002401,0.351833659
BayFarm17HS,BayFarm17,HS,4,2005.9,107.7499997,-0.324819294,0.324819294,0.306942377,0.642683076
BayFarm17HS,BayFarm17,HS,5,767.2,93.4629764,-0.050932915,0.050932915,0.033055997,0.180963489
BayFarm17HS,BayFarm17,HS,6,2673.7,79.26687721,0.015332963,0.015332963,-0.002543954,0
BayFarm17HS,BayFarm17,HS,7,2667.6,95.41181977,-0.222417198,0.222417198,0.20454028,0.322038228
BayFarm17HS,BayFarm17,HS,9,2713.5,89.27646626,-0.198137216,0.198137216,0.180260299,0.27900986
BayFarm17HS,BayFarm17,HS,11,1687.7,93.811952,-0.16588428,0.16588428,0.148007362,0.368330225
BayFarm17HS,BayFarm17,HS,12,1498.7,93.78691771,-0.073472414,0.073472414,0.055595497,0.15580242
BayFarm17HS,BayFarm17,HS,14,1499.3,95.4864599,-0.149749081,0.149749081,0.131872164,0.369414452
BayFarm17HS,BayFarm17,HS,15,2385.5,98.21868416,-0.304471795,0.304471795,0.286594878,0.504589598
BayFarm17HS,BayFarm17,HS,16,1279.9,94.93499071,-0.076183321,0.076183321,0.058306403,0.191332834
BayFarm17HS,BayFarm17,HS,18,1741.8,98.62836012,-0.125400984,0.125400984,0.107524066,0.259272636
BayFarm17HS,BayFarm17,HS,22,1615.5,98.86985747,-0.127437382,0.127437382,0.109560465,0.284836863
PointOrient17,PointOrient17,noHS,4,2154.9,84.9821607,-0.50720872,0.50720872,0.489331803,0.953730369
PointOrient17,PointOrient17,noHS,6,2114.4,108.8538811,-0.564028594,0.564028594,0.546151677,1.084864284
PointOrient17,PointOrient17,noHS,7,1609.9,93.35496523,-0.238744031,0.238744031,0.220867114,0.576210869
PointOrient17,PointOrient17,noHS,14,1536.5,86.56449132,-0.209622681,0.209622681,0.191745764,0.524134206
PointOrient17,PointOrient17,noHS,16,2045.3,93.37016449,-0.513308331,0.513308331,0.495431414,1.017362704
PointOrient17,PointOrient17,noHS,17,1631.2,92.84678178,-0.521905981,0.521905981,0.504029063,1.297769781
PointOrient17HS,PointOrient17,HS,4,2154.9,97.1435714,-0.288033481,0.288033481,0.270156564,0.526547668
PointOrient17HS,PointOrient17,HS,6,2114.4,88.3590527,-0.185801466,0.185801466,0.167924549,0.333561817
PointOrient17HS,PointOrient17,HS,7,1609.9,89.85136033,-0.106847048,0.106847048,0.088970131,0.23211041
PointOrient17HS,PointOrient17,HS,14,1536.5,93.35852825,-0.185763433,0.185763433,0.167886516,0.458915306
PointOrient17HS,PointOrient17,HS,16,2045.3,98.46448997,-0.628187461,0.628187461,0.610310544,1.253265674
PointOrient17HS,PointOrient17,HS,17,1631.2,89.81027624,-0.152440832,0.152440832,0.134563914,0.346474032
CrownBeach17,CrownBeach17,noHS,2,173.1,99.48264349,-0.025557429,0.025557429,0.007680512,0.186355569
CrownBeach17,CrownBeach17,noHS,5,426.5,99.35726849,-0.035785262,0.035785262,0.017908344,0.176354152
CrownBeach17,CrownBeach17,noHS,9,1904.2,98.04078222,-0.266237117,0.266237117,0.248360199,0.547795839
CrownBeach17,CrownBeach17,noHS,12,196.8,98.9660754,-0.040031591,0.040031591,0.022154673,0.472813147
CrownBeach17HS,CrownBeach17,HS,2,173.1,92.72432988,-0.02307081,0.02307081,0.005193893,0.126021661
CrownBeach17HS,CrownBeach17,HS,5,426.5,86.79259902,-0.077305472,0.077305472,0.059428555,0.585228439
CrownBeach17HS,CrownBeach17,HS,9,1904.2,94.88230753,-0.300167741,0.300167741,0.282290824,0.622634944
CrownBeach17HS,CrownBeach17,HS,12,196.8,94.22457996,-0.028364699,0.028364699,0.010487781,0.223824604
ParadisePark17,ParadisePark17,noHS,5,893.5,86.81261903,-0.047073461,0.047073461,0.029196544,0.137241727
ParadisePark17,ParadisePark17,noHS,13,1372.6,80.48171537,-0.245657444,0.245657444,0.227780527,0.696982524
ParadisePark17,ParadisePark17,noHS,15,215.6,96.90025815,-0.143676527,0.143676527,0.125799609,2.450641741
ParadisePark17HS,ParadisePark17,HS,5,893.5,99.00223864,-0.204371855,0.204371855,0.186494937,0.876641003
ParadisePark17HS,ParadisePark17,HS,13,1372.6,89.97662978,-0.160770206,0.160770206,0.142893288,0.437237222
ParadisePark17HS,ParadisePark17,HS,15,215.6,99.00046089,-0.110469683,0.110469683,0.092592765,1.803755169
Albany17,Albany17,noHS,4,1555,82.68526237,-0.123620321,0.123620321,0.105743404,0.285609193
Albany17,Albany17,noHS,9,206,97.33282711,-0.113573732,0.113573732,0.095696815,1.951100109
Albany17,Albany17,noHS,11,232.6,101.8805743,-0.042944283,0.042944283,0.025067366,0.452635157
Albany17,Albany17,noHS,15,1164.5,91.27959152,-0.179352003,0.179352003,0.161475086,0.582391895
Albany17,Albany17,noHS,21,1055.6,99.78062203,-0.271647403,0.271647403,0.253770486,1.009696894
Albany17HS,Albany17,HS,4,1555,95.93978741,-0.128505332,0.128505332,0.110628414,0.298803434
Albany17HS,Albany17,HS,9,206,93.3464724,-0.142973486,0.142973486,0.125096569,2.550512566
Albany17HS,Albany17,HS,11,232.6,101.4223347,-0.111538462,0.111538462,0.093661544,1.691223068
Albany17HS,Albany17,HS,15,1164.5,99.76981789,-0.107432465,0.107432465,0.089555548,0.322999829
Albany17HS,Albany17,HS,21,1055.6,97.1122772,-0.109522448,0.109522448,0.091645531,0.36463739
Humboldt21,Humboldt21,noHS,1,53,102.6527739,-0.031317319,0.031317319,0.031317319,2.48174978
Humboldt21,Humboldt21,noHS,2,164.1,93.87544821,-0.012633937,0.012633937,0.012633937,0.323354879
Humboldt21,Humboldt21,noHS,5,245.4,119.3724134,-0.147823955,0.147823955,0.147823955,2.529994337
Humboldt21,Humboldt21,noHS,7,341.7,101.5877585,-0.093585099,0.093585099,0.093585099,1.150299723
Humboldt21,Humboldt21,noHS,11,98.5,98.49494435,-0.015814027,0.015814027,0.015814027,0.674303671
Humboldt21,Humboldt21,noHS,12,61.1,103.6659017,-0.015765911,0.015765911,0.015765911,1.083745126
Humboldt21,Humboldt21,noHS,15,548.4,90.41805266,-0.223939702,0.223939702,0.223939702,1.715074307
Humboldt21,Humboldt21,noHS,19,88.5,101.8079854,-0.010719301,0.010719301,0.010719301,0.508712592
Humboldt21,Humboldt21,noHS,22,134.9,97.88181146,-0.054992788,0.054992788,0.054992788,1.712155002
Humboldt21HS,Humboldt21,HS,1,53,109.2313415,-0.076418982,0.076418982,0.076418982,6.055843895
Humboldt21HS,Humboldt21,HS,2,164.1,107.5522083,-0.097414178,0.097414178,0.097414178,2.493233076
Humboldt21HS,Humboldt21,HS,5,245.4,119.6542887,-0.158660097,0.158660097,0.158660097,2.715453982
Humboldt21HS,Humboldt21,HS,7,341.7,104.7621225,-0.134147326,0.134147326,0.134147326,1.648869677
Humboldt21HS,Humboldt21,HS,11,98.5,107.5385476,-0.139184316,0.139184316,0.139184316,5.934762722
Humboldt21HS,Humboldt21,HS,12,61.1,114.5757861,-0.140051112,0.140051112,0.140051112,9.627081349
Humboldt21HS,Humboldt21,HS,15,548.4,103.8940058,-0.103182128,0.103182128,0.103182128,0.790235113
Humboldt21HS,Humboldt21,HS,19,88.5,107.9484108,-0.113671209,0.113671209,0.113671209,5.394565852
Humboldt21HS,Humboldt21,HS,22,134.9,108.0268222,-0.089819817,0.089819817,0.089819817,2.796465762
Morro21,Morro21,noHS,1,44.8,105.4688493,-0.026390522,0.026390522,0.026390522,2.474111414
Morro21,Morro21,noHS,2,32,103.7998582,-0.032689468,0.032689468,0.032689468,4.290492695
Morro21,Morro21,noHS,5,23.3,115.0437614,-0.075306106,0.075306106,0.075306106,13.57449126
Morro21,Morro21,noHS,6,98.6,104.8495829,-0.079880578,0.079880578,0.079880578,3.402620988
Morro21,Morro21,noHS,7,215,98.10542082,-0.040070401,0.040070401,0.040070401,0.782770631
Morro21,Morro21,noHS,11,166.1,102.3327811,-0.075243861,0.075243861,0.075243861,1.902614175
Morro21,Morro21,noHS,12,276.4,100.2565093,-0.106622947,0.106622947,0.106622947,1.620175024
Morro21,Morro21,noHS,14,403.9,98.19998185,-0.187260957,0.187260957,0.187260957,1.947254315
Morro21,Morro21,noHS,15,152.7,92.35429654,-0.001429069,0.001429069,0.001429069,0.039306423
Morro21,Morro21,noHS,16,25.4,102.355009,0.009656379,0.009656379,0.009656379,1.596724075
Morro21,Morro21,noHS,18,245.2,93.37982154,-0.004672358,0.004672358,0.004672358,0.080032233
Morro21,Morro21,noHS,19,162.6,107.4222855,-0.155324959,0.155324959,0.155324959,4.012083806
Morro21,Morro21,noHS,22,337.6,101.645768,-0.009490688,0.009490688,0.009490688,0.118071353
Morro21HS,Morro21,HS,1,44.8,86.87457122,-0.292644758,0.292644758,0.292644758,27.43544608
Morro21HS,Morro21,HS,2,32,85.05785986,-0.267434807,0.267434807,0.267434807,35.10081842
Morro21HS,Morro21,HS,5,23.3,105.3727859,-0.176862482,0.176862482,0.176862482,31.88079076
Morro21HS,Morro21,HS,6,98.6,86.20853069,-0.322089802,0.322089802,0.322089802,13.71984959
Morro21HS,Morro21,HS,7,215,87.10688297,-0.316310307,0.316310307,0.316310307,6.179085072
Morro21HS,Morro21,HS,11,166.1,84.68034543,-0.301397805,0.301397805,0.301397805,7.621136557
Morro21HS,Morro21,HS,12,276.4,85.59658198,-0.305069865,0.305069865,0.305069865,4.63564918
Morro21HS,Morro21,HS,14,403.9,83.71630823,-0.425554225,0.425554225,0.425554225,4.425173916
Morro21HS,Morro21,HS,15,152.7,82.36276392,-0.361352056,0.361352056,0.361352056,9.938956361
Morro21HS,Morro21,HS,16,25.4,84.57447354,-0.261081569,0.261081569,0.261081569,43.17096812
Morro21HS,Morro21,HS,18,245.2,69.20008474,-0.309277988,0.309277988,0.309277988,5.29758381
Morro21HS,Morro21,HS,19,162.6,87.43234308,-0.336359455,0.336359455,0.336359455,8.688251601
Morro21HS,Morro21,HS,22,337.6,87.26863869,-0.325624629,0.325624629,0.325624629,4.051017304
Coos21,Coos21,noHS,4,930.7,4363.510672,1.293979241,1.293979241,1.293979241,5.839381983
Coos21,Coos21,noHS,6,1022.4,82.31836232,-0.203881029,0.203881029,0.203881029,0.83753944
Coos21,Coos21,noHS,11,577.7,90.46523351,-0.241925283,0.241925283,0.241925283,1.758847479
Coos21,Coos21,noHS,12,550.5,93.37376551,-0.245311049,0.245311049,0.245311049,1.871582935
Coos21,Coos21,noHS,16,576.2,93.29484165,-0.075228565,0.075228565,0.075228565,0.548351217
Coos21,Coos21,noHS,19,398.5,87.54064123,-0.21100646,0.21100646,0.21100646,2.223907478
Coos21HS,Coos21,HS,4,930.7,4398.02568,0.529516784,0.529516784,0.529516784,2.389567521
Coos21HS,Coos21,HS,6,1022.4,99.17697354,-0.102698736,0.102698736,0.102698736,0.421884481
Coos21HS,Coos21,HS,11,577.7,95.99319991,-0.062792005,0.062792005,0.062792005,0.456511027
Coos21HS,Coos21,HS,12,550.5,97.59365407,-0.038763935,0.038763935,0.038763935,0.295746639
Coos21HS,Coos21,HS,16,576.2,100.1411143,-0.074299569,0.074299569,0.074299569,0.541579639
Coos21HS,Coos21,HS,19,398.5,76.95096602,0.08670815,0.08670815,0.08670815,0.91386256
PtMolate21,PtMolate21,noHS,1,852.4,86.46465379,-0.243150641,0.243150641,0.243150641,1.198067445
PtMolate21,PtMolate21,noHS,5,1355.1,98.78859457,-0.24178443,0.24178443,0.24178443,0.749387209
PtMolate21,PtMolate21,noHS,6,982.8,91.79032792,-0.393564893,0.393564893,0.393564893,1.681901254
PtMolate21,PtMolate21,noHS,9,852.9,92.70970174,-0.211737002,0.211737002,0.211737002,1.042672541
PtMolate21,PtMolate21,noHS,16,617,89.20361487,-0.293038747,0.293038747,0.293038747,1.994753222
PtMolate21,PtMolate21,noHS,18,1172.8,80.56706476,-0.254443023,0.254443023,0.254443023,0.911204549
PtMolate21,PtMolate21,noHS,19,357.8,90.2026365,-0.435710376,0.435710376,0.435710376,5.114543262
PtMolate21HS,PtMolate21,HS,1,852.4,93.3801076,-0.214520306,0.214520306,0.214520306,1.056998222
PtMolate21HS,PtMolate21,HS,5,1355.1,104.5299814,-0.0343408,0.0343408,0.0343408,0.106435954
PtMolate21HS,PtMolate21,HS,6,982.8,91.73401168,-0.097382953,0.097382953,0.097382953,0.416166467
PtMolate21HS,PtMolate21,HS,9,852.9,74.77642229,0.039273204,0.039273204,0.039273204,0.193396011
PtMolate21HS,PtMolate21,HS,16,617,94.79975163,-0.133596114,0.133596114,0.133596114,0.909406287
PtMolate21HS,PtMolate21,HS,18,1172.8,82.69614646,-0.073437277,0.073437277,0.073437277,0.262991614
PtMolate21HS,PtMolate21,HS,19,357.8,91.81288012,-0.085091203,0.085091203,0.085091203,0.998834689
Tomales21,Tomales21,noHS,1,65.4,102.569304,0.001754922,0.001754922,0.001754922,0.112701412
Tomales21,Tomales21,noHS,5,495.3,99.41087958,-0.036737847,0.036737847,0.036737847,0.311526259
Tomales21,Tomales21,noHS,12,235.5,99.13537239,-0.02241444,0.02241444,0.02241444,0.399747969
Tomales21,Tomales21,noHS,14,376.4,98.79898145,-0.079842502,0.079842502,0.079842502,0.890909954
Tomales21HS,Tomales21,HS,1,65.4,95.68115572,0.011358683,0.011358683,0.011358683,0.7294567
Tomales21HS,Tomales21,HS,5,495.3,97.39476032,-0.12926861,0.12926861,0.12926861,1.096160231
Tomales21HS,Tomales21,HS,12,235.5,98.52798334,-0.05398396,0.05398396,0.05398396,0.962771264
Tomales21HS,Tomales21,HS,14,376.4,100.3097434,-0.036682469,0.036682469,0.036682469,0.409315544
BayFarm21,BayFarm21,noHS,2,1944.4,83.71618332,-0.471590013,0.471590013,0.471590013,1.018657711
BayFarm21,BayFarm21,noHS,4,1311.9,85.80111804,-0.227121333,0.227121333,0.227121333,0.727120665
BayFarm21,BayFarm21,noHS,6,2501.6,93.07826783,-0.533659472,0.533659472,0.533659472,0.895974489
BayFarm21,BayFarm21,noHS,7,2572.9,86.73433189,-0.814346275,0.814346275,0.814346275,1.329338239
BayFarm21,BayFarm21,noHS,9,1913.5,87.51230436,-0.403752288,0.403752288,0.403752288,0.886208314
BayFarm21,BayFarm21,noHS,15,2090.2,85.86524128,-0.677629263,0.677629263,0.677629263,1.361612719
BayFarm21,BayFarm21,noHS,16,2419.8,75.65521021,-0.456356474,0.456356474,0.456356474,0.792089095
BayFarm21,BayFarm21,noHS,22,2405.1,97.31027588,-0.589271955,0.589271955,0.589271955,1.029039212
BayFarm21HS,BayFarm21,HS,2,1944.4,95.22836347,-0.375743122,0.375743122,0.375743122,0.811623694
BayFarm21HS,BayFarm21,HS,4,1311.9,95.05838701,-0.288749144,0.288749144,0.288749144,0.924419853
BayFarm21HS,BayFarm21,HS,6,2501.6,69.05954098,-0.359661429,0.359661429,0.359661429,0.603844739
BayFarm21HS,BayFarm21,HS,7,2572.9,88.94320473,-0.832048844,0.832048844,0.832048844,1.358235899
BayFarm21HS,BayFarm21,HS,9,1913.5,89.64381604,-0.171117533,0.171117533,0.171117533,0.375591136
BayFarm21HS,BayFarm21,HS,15,2090.2,98.61248715,-0.206472919,0.206472919,0.206472919,0.414881954
BayFarm21HS,BayFarm21,HS,16,2419.8,95.72818301,-0.330571113,0.330571113,0.330571113,0.57376588
BayFarm21HS,BayFarm21,HS,22,2405.1,94.38989916,-0.160266231,0.160266231,0.160266231,0.279871178
PointOrient21,PointOrient21,noHS,5,1201.6,97.57268101,-0.193522751,0.193522751,0.193522751,0.676427725
PointOrient21,PointOrient21,noHS,11,1586.6,95.80597329,-0.598296873,0.598296873,0.598296873,1.583793562
PointOrient21,PointOrient21,noHS,12,2473,90.21472307,-0.626652719,0.626652719,0.626652719,1.064270691
PointOrient21,PointOrient21,noHS,14,1845.5,81.92713516,-0.145955871,0.145955871,0.145955871,0.33216725
PointOrient21,PointOrient21,noHS,15,1733.4,90.69639133,-0.262641631,0.262641631,0.262641631,0.636376398
PointOrient21,PointOrient21,noHS,16,1406.1,102.6174378,-0.954284837,0.954284837,0.954284837,2.850434759
PointOrient21HS,PointOrient21,HS,5,1201.6,106.0219325,-0.239028069,0.239028069,0.239028069,0.835484262
PointOrient21HS,PointOrient21,HS,11,1586.6,85.40687206,0.021258766,0.021258766,0.021258766,0.056275568
PointOrient21HS,PointOrient21,HS,12,2473,100.0458358,-0.237177328,0.237177328,0.237177328,0.402808239
PointOrient21HS,PointOrient21,HS,14,1845.5,101.8052607,-0.229476421,0.229476421,0.229476421,0.52224382
PointOrient21HS,PointOrient21,HS,15,1733.4,96.48759399,-0.153014318,0.153014318,0.153014318,0.370751202
PointOrient21HS,PointOrient21,HS,16,1406.1,103.0870484,-0.20022461,0.20022461,0.20022461,0.598067961
CrownBeach21,CrownBeach21,noHS,1,419.5,94.19451475,-0.132861393,0.132861393,0.132861393,1.330197494
CrownBeach21,CrownBeach21,noHS,2,214.9,98.6729228,-0.15272465,0.15272465,0.15272465,2.984846585
CrownBeach21,CrownBeach21,noHS,3,517.1,100.5259843,-0.150641256,0.150641256,0.150641256,1.223541434
CrownBeach21,CrownBeach21,noHS,4,249.2,92.77069135,-0.125410958,0.125410958,0.125410958,2.113667828
CrownBeach21,CrownBeach21,noHS,6,977.5,98.60921944,-0.347561984,0.347561984,0.347561984,1.493360956
CrownBeach21,CrownBeach21,noHS,8,831.2,98.00967667,-0.047651719,0.047651719,0.047651719,0.240781065
CrownBeach21,CrownBeach21,noHS,17,418.4,93.88822421,-0.132284529,0.132284529,0.132284529,1.327903977
CrownBeach21HS,CrownBeach21,HS,1,419.5,101.2781565,-0.045323224,0.045323224,0.045323224,0.453772442
CrownBeach21HS,CrownBeach21,HS,2,214.9,104.5863938,-0.278235891,0.278235891,0.278235891,5.437834998
CrownBeach21HS,CrownBeach21,HS,3,517.1,102.5322285,-0.096274276,0.096274276,0.096274276,0.781960853
CrownBeach21HS,CrownBeach21,HS,4,249.2,101.6220706,-0.072943552,0.072943552,0.072943552,1.229385709
CrownBeach21HS,CrownBeach21,HS,6,977.5,99.08405021,-0.136007838,0.136007838,0.136007838,0.584381505
CrownBeach21HS,CrownBeach21,HS,8,831.2,97.21105191,-0.057274106,0.057274106,0.057274106,0.289402364
CrownBeach21HS,CrownBeach21,HS,17,418.4,96.50891043,-0.036523722,0.036523722,0.036523722,0.366633924